Title,Oscar Status,Globes Status,Decade Released,Runtime (minutes),Box Office,Genre,Sub-Genre,Studio,Rotten Tomatoes (out of 100),IMDb (out of 100),Metacritic (out of 100),Director,Starring,Release Date,Budget,Domestic Gross,Worldwide Gross,Total Gross,Net Gross,remake,Cast Strength,Director Strength,Total Status,total score
The Adventures of Tintin,0,0,2010-2019,107,371940071,Animation,Kids & Family,"Nickelodeon, Amblin",74,730,68,Steven Spielberg,"Jamie Bell, Daniel Craig, Andy Serkis, Nick Frost, Simon Pegg, Cary Elwes, Tony Curran, Toby Jones",10/28/2011,1300000000,775918310,3739939510,4515857820,3215857820,0,0,5,0,215
Home,0,0,2010-2019,94,368871007,Animation,Kids & Family,"DreamWorks Pictures, DreamWorks Animation",50,660,55,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence, Lisa Stewart",3/19/2015,1300000000,1773975100,3859978960,5633954060,4333954060,0,0,0,0,171
"Monsters, Inc.",1,0,2000-2009,92,562816256,Animation,Kids & Family,Disney,96,800,79,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Bob Peterson, John Ratzenberger, Jennifer Tilly",11/2/2001,1150000000,2901494250,5604837190,8506331440,7356331440,0,0,0,1,255
Life of Pi,1,1,2010-2019,127,609016565,Fantasy,Action Adventure,20th Century Studios,87,790,79,Ang Lee,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur, Adil Hussain, Tabu, Ayaan Khan, Mohd Abbas Khaleeli",11/21/2012,1200000000,1249870220,6193103680,7442973900,6242973900,0,0,3,2,245
Charlie's Angels: Full Throttle,0,0,2000-2009,106,259175788,Action,"Action Comedy, Sequel",Sony Pictures,42,490,48,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Demi Moore, Bernie Mac, Luke Wilson, Matt LeBlanc, John Cleese",6/27/2003,1200000000,1008143280,2271632730,3279776010,2079776010,0,0,0,0,139
The Chronicles of Riddick,0,0,2000-2009,119,115772733,"Sci-Fi, Thriller","Sci-Fi Thriller, Sequel",Universal Pictures,29,670,38,David Twohy,"Vin Diesel, Thandie Newton, Karl Urban, Colm Feore, Linus Roache, Keith David, Yorick van Wageningen, Nick Chinlund",6/11/2004,1200000000,577127510,1072127510,1649255020,449255020,0,0,0,0,134
Fantastic Four: Rise of the Silver Surfer,0,0,2000-2009,92,301913131,Comic Book,Sequel,Marvel,37,560,45,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington, Andre Braugher, Laurence Fishburne",6/15/2007,1200000000,1319217380,2894806910,4214024290,3014024290,0,0,0,0,138
The Perfect Storm,0,0,2000-2009,130,325756637,"Disaster, Thriller","Action Thriller, Disaster & Apocalypse",Warner Bros,47,640,59,Wolfgang Petersen,"George Clooney, Mark Wahlberg, Diane Lane, John C. Reilly, William Fichtner, Bob Gunton, Karen Allen, Allen Payne",6/30/2000,1200000000,1826184340,3287114340,5113298680,3913298680,0,0,0,0,170
How the Grinch Stole Christmas,0,0,2000-2009,104,345141403,Comedy,"Kids & Family, Christmas, Remake","Universal Pictures, Imagine Entertainment",50,620,46,Ron Howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans",11/17/2000,1230000000,2619395500,3470361280,6089756780,4859756780,0,0,0,0,158
How the Grinch Stole Christmas!,0,0,1960-1969,26,,Animation,"Kids & Family, Christmas",MGM Studios,100,830,,Chuck Jones,"Boris Karloff, June Foray, Thurl Ravenscroft, Dal McKennon",11/17/2000,1230000000,2619395500,3470361280,6089756780,4859756780,0,0,0,0,
Batman vs. Robin,0,0,2010-2019,72,,"Comic Book, Animation",,"DC, Warner Bros",100,710,,Jay Oliva,"Jason O'Mara, Stuart Allan, David McCallum, Sean Maher, Jeremy Sisto, 'Weird Al' Yankovic, Robin Atkin Downes, Peter Onorati",6/20/1997,1250000000,1073251950,2383178140,3456430090,2206430090,0,0,0,0,
Prometheus,0,0,2010-2019,124,403170142,Sci-Fi,"Space, Prequel",20th Century Studios,73,700,64,Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron, Logan Marshall-Green, Guy Pearce, Idris Elba, Sean Harris, Rafe Spall",5/30/2012,1250000000,1264770840,4024482650,5289253490,4039253490,0,0,2,0,207
West Side Story (2021),1,1,2020-2029,156,,"Musical, Drama, Romance","Romantic Drama, Dance & Music, Remake","20th Century Studios, Amblin",,,,Steven Spielberg,"Ansel Elgort, Rachel Zegler, Rita Moreno, Ariana DeBose, David Alvarez, Corey Stoll, Brian d'Arcy James, Josh Andrés Rivera",8/3/2012,1250000000,588779690,2118560880,2707340570,1457340570,1,0,5,2,
Skyscraper,0,0,2010-2019,102,292351275,"Action, Thriller",Action Thriller,"Universal Pictures, Legendary Pictures, Seven Bucks Productions",48,580,51,Rawson Marshall Thurber,"Dwayne Johnson, Neve Campbell, Ng Chin Han, Roland Møller, Noah Taylor, Byron Mann, Pablo Schreiber, McKenna Roberts",7/5/2018,1250000000,684201200,3048581210,3732782410,2482782410,0,0,0,0,157
Godzilla (1998),0,0,1990-1999,139,379014294,"Sci-Fi, Action",Monsters & Creatures,"TriStar Pictures, Toho",16,54,32,Roland Emmerich,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn, Michael Lerner, Harry Shearer, Arabella Field",5/19/1998,1250000000,1363142940,3760000000,5123142940,3873142940,1,0,0,0,53.4
Jumanji: The Next Level,0,0,2010-2019,123,310830000,Adventure,"Action Adventure, Sequel","Sony Pictures, Seven Bucks Productions",72,670,58,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Awkwafina, Nick Jonas, Alex Wolff, Morgan Turner",12/4/2019,1250000000,3168312460,7953569120,11121881580,9871881580,0,0,0,0,197
Teenage Mutant Ninja Turtles (2014),0,0,2010-2019,101,477200000,Comic Book,,"Nickelodeon Movies, Platinum Dunes",21,580,31,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Alan Ritchson, Noel Fisher, Pete Ploszek, Johnny Knoxville, Jeremy Howard",8/8/2014,1250000000,1912047540,4850047540,6762095080,5512095080,1,0,0,0,110
The Call of the Wild,0,0,2020-2029,100,107604626,Adventure,Kids & Family,20th Century Studios,62,680,47,Chris Sanders,"Harrison Ford, Dan Stevens, Colin Woodell, Karen Gillan, Omar Sy, Raven Scott, Wes Brown, Cara Gee",1/3/2020,1250000000,623423680,1073511910,1696935590,446935590,0,0,0,0,177
Fast Five,0,0,2010-2019,130,626137675,Action,"Fast Cars & Getaways, Sequel",Universal Pictures,77,730,66,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Tyrese Gibson, Ludacris, Matt Schulze, Sung Kang, Gal Gadot",4/21/2011,1250000000,2100313250,6299758980,8400072230,7150072230,0,0,0,0,216
The Day After Tomorrow,0,0,2000-2009,124,544272402,"Disaster, Thriller","Sci-Fi Thriller, Disaster & Apocalypse",20th Century Studios,44,640,47,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok, Jay O. Sanders, Sela Ward, Austin Nichols, Arjay Smith",5/27/2004,1250000000,1867407990,5558401170,7425809160,6175809160,0,0,0,0,155
The Boss Baby,1,0,2010-2019,97,498814908,Animation,Kids & Family,"DreamWorks Pictures, DreamWorks Animation",53,630,50,Tom McGrath,"Alec Baldwin, Steve Buscemi, Miles Bakshi, Jimmy Kimmel, Lisa Kudrow, Tobey Maguire, Conrad Vernon, James McGrath",3/17/2017,1250000000,1750030330,5279099490,7029129820,5779129820,0,0,0,1,166
Dinosaur,0,0,2000-2009,82,354248063,Animation,Kids & Family,Disney,64,650,56,Ralph Zondag,"D. B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel E. Wright, Julianna Margulies, Peter Siragusa",5/19/2000,1275000000,1377480630,3561480630,4938961260,3663961260,0,0,0,0,185
The Twilight Saga: Breaking Dawn Part 1,0,0,2010-2019,117,712171856,Fantasy,"Young Adult, Sequel",Lionsgate,25,490,45,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Peter Facinelli, Elizabeth Reaser, Nikki Reed, Kellan Lutz",11/18/2011,1275000000,2812871330,6844367520,9657238850,8382238850,0,0,0,0,119
Zootopia,2,0,2010-2019,109,1023784195,Animation,Kids & Family,Disney,98,800,78,Byron Howard,"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong",2/10/2016,1500000000,3412682480,10024625780,13437308260,11937308260,0,0,0,2,256
Frozen,2,0,2010-2019,102,1274219009,Animation,Kids & Family,Disney,90,740,75,Jennifer Lee,"Kristen Bell, Idina Menzel, Jonathan Groff, Frank Welker, Josh Gad, Santino Fontana, Alan Tudyk, Ciarán Hinds",11/22/2013,1500000000,4009530090,12738761990,16748292080,15248292080,0,0,0,2,239
Gulliver's Travels,0,0,2010-2019,85,237382724,Comedy,Kids & Family,20th Century Studios,20,490,33,Rob Letterman,"Jack Black, Amanda Peet, Emily Blunt, Jason Segel, Chris O'Dowd, Billy Connolly, Catherine Tate, James Corden",12/24/2010,1120000000,427792610,2320178480,2747971090,1627971090,0,0,0,0,102
Eternals,0,0,2020-2029,140,,Comic Book,,Marvel,,,,Chloé Zhao,"Gemma Chan, Richard Madden, Kumail Nanjiani, Lia McHugh, Brian Tyree Henry, Lauren Ridloff, Barry Keoghan, Ma Dong-seok",11/3/2021,2000000000,1648702640,4017317590,5666020230,3666020230,0,0,1,0,
The Matrix Resurrections,0,0,2020-2029,147,,"Action, Sci-Fi","Dystopian, Sequel",Warner Bros,,,,Lana Wachowski,"Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff, Jessica Henwick, Neil Patrick Harris, Priyanka Chopra, Lambert Wilson",12/16/2021,1900000000,404631970,1591977550,1996609520,96609520,0,0,0,0,
Star Trek Into Darkness,0,0,2010-2019,132,467365246,Sci-Fi,"Space, Sequel","Paramount Pictures, Bad Robot, Skydance",84,770,72,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Alice Eve, Benedict Cumberbatch, Karl Urban, Simon Pegg, John Cho",5/16/2013,1900000000,2287786610,4673815840,6961602450,5061602450,0,0,0,0,233
The Mummy (1932),0,0,1930-1939,73,,Horror,Monsters & Creatures,Universal Pictures,88,71,,Karl Freund,"Boris Karloff, Zita Johann, David Manners, Arthur Byron, Edward Van Sloan, Bramwell Fletcher, Noble Johnson, Kathryn Byron",6/2/2017,1950000000,801011250,4099539050,4900550300,2950550300,1,0,0,0,
Black Adam,0,0,2020-2029,125,389000000,Comic Book,,"DC, Warner Bros, Seven Bucks Productions",,,,Jaume Collet-Serra,"Dwayne Johnson, Aldis Hodge, Noah Centineo, Sarah Shahi, Quintessa Swindell, Marwan Kenzari, Mo Amer, Bodhi Sabongui",10/19/2022,2000000000,1682833440,3904550880,5587384320,3587384320,0,0,0,0,
The Batman,0,0,2020-2029,177,770836163,Comic Book,Reboot,"DC, Warner Bros",,,,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Paul Dano, Jeffrey Wright, John Turturro, Peter Sarsgaard, Andy Serkis, Colin Farrell",3/1/2022,2000000000,3693455830,7659504790,11352960620,9352960620,0,0,0,0,
Wonder Woman 1984,0,0,2020-2029,151,85000000,Comic Book,Sequel,"DC, Warner Bros",70,570,76,Patty Jenkins,"Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal, Robin Wright, Connie Nielsen, Lilly Aspell, Amr Waked",12/16/2020,2000000000,468010360,1663602320,2131612680,131612680,0,0,0,0,203
Terminator Salvation,0,0,2000-2009,115,371353001,Action,"Sci-Fi Thriller, Time Travel, Sequel",Warner Bros,33,650,49,McG,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Common, Zach McGowan, Bryce Dallas Howard",5/21/2009,2000000000,1253224690,3654917920,4908142610,2908142610,0,0,0,0,147
2012,0,0,2010-2019,158,769653595,"Disaster, Thriller","Disaster & Apocalypse, Sci-Fi Thriller",Columbia Pictures,40,580,49,Roland Emmerich,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Woody Harrelson, Thandie Newton, Danny Glover, Oliver Platt, Tom McCarthy",11/12/2009,2000000000,1661121670,7576777480,9237899150,7237899150,0,0,0,0,147
Spider-Man 2,0,0,2000-2009,127,783766341,Comic Book,Sequel,Marvel,93,730,83,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris, J.K. Simmons, Donna Murphy, Daniel Gillies",6/30/2004,2000000000,3747150550,7958881270,11706031820,9706031820,0,0,0,0,249
Lightyear,0,0,2020-2029,105,226400000,"Animation, Sci-Fi","Kids & Family, Space, Spin-off",Disney,,,,Angus MacLane,"Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi, Dale Soules, James Brolin, Uzo Aduba, Mary McDonald-Lewis",6/15/2022,2000000000,1183071880,2187682990,3370754870,1370754870,0,0,0,0,
Cars 2,0,0,2010-2019,106,559852396,Animation,"Kids & Family, Sequel",Disney,39,610,57,John Lasseter,"Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard, Thomas Kretschmann, Guido Quaroni",6/23/2011,2000000000,1914508750,5601553830,7516062580,5516062580,0,0,0,0,157
The Matrix Reloaded,0,0,2000-2009,138,738599701,"Action, Sci-Fi","Dystopian, Sequel",Warner Bros,73,720,62,Lana Wachowski & Lilly Wachowski,"Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne, Hugo Weaving, Helmut Bakaitis, Daniel Bernhardt, Steve Bastoni, Lambert Wilson",5/15/2003,1500000000,2815536890,7385769290,10201306180,8701306180,0,0,0,0,207
Transformers: Revenge of the Fallen,0,0,2000-2009,150,836303693,Sci-Fi,"Mecha & Gundam, Sequel",Paramount Pictures,20,600,35,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, John Turturro, Ramón Rodríguez, Kevin Dunn, Julie White",6/24/2009,2100000000,4021118700,8365196990,12386315690,10286315690,0,0,0,0,115
Robin Hood (1973),0,0,1970-1979,83,32056467,Animation,Kids & Family,Disney,54,76,57,Wolfgang Reitherman,"Brian Bedford, Phil Harris, Peter Ustinov, Pat Buttram, Ken Curtis, George Lindsey, Barbara Luddy, Monica Evans",5/14/2010,2100000000,1054871480,3224590060,4279461540,2179461540,1,0,0,0,118.6
Jurassic World,0,0,2010-2019,124,1671713208,Sci-Fi,"Monsters & Creatures, Dinosaurs, Sequel","Universal Pictures, Amblin, Legendary Pictures",70,700,59,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Nick Robinson, Vincent D'Onofrio, BD Wong, Omar Sy, Jake Johnson",6/9/2015,2150000000,6523066250,16699636410,23222702660,21072702660,0,0,0,0,199
The Amazing Spider-Man,0,0,2010-2019,136,757930663,Comic Book,Reboot,Marvel,73,690,66,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen, Sally Field, Max Charles, Campbell Scott",6/27/2012,2200000000,2627172200,7585768240,10212940440,8012940440,0,0,0,0,208
Battleship,0,0,2010-2019,131,303025485,Sci-Fi,Mecha & Gundam,Universal Pictures,34,580,41,Peter Berg,"Taylor Kitsch, Tadanobu Asano, Rihanna, Brooklyn Decker, Gregory D. Gadson, Hamish Linklater, Liam Neeson, Alexander Skarsgård",4/11/2012,2200000000,652334000,3134777170,3787111170,1587111170,0,0,0,0,133
The Chronicles of Narnia: Prince Caspian,0,0,2000-2009,150,419665568,Fantasy,"Sword & Sandal, Young Adult, Sequel",Disney,67,650,62,Andrew Adamson,"Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Sergio Castellitto, Peter Dinklage, Warwick Davis",5/16/2008,2250000000,1416214900,4173412880,5589627780,3339627780,0,0,0,0,194
Harry Potter and the Half Blood Prince,0,0,2000-2009,153,933959197,Fantasy,"Witches & Wizards, Young Adult, Sequel",Warner Bros,83,760,78,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felton, Michael Gambon, Jim Broadbent, Alan Rickman, Helena Bonham Carter",7/15/2009,2500000000,3020892780,9260690910,12281583690,9781583690,0,0,0,0,237
The Fate of the Furious,0,0,2010-2019,136,1238764765,Action,"Fast Cars & Getaways, Sequel",Universal Pictures,67,670,56,F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Charlize Theron, Kurt Russell",4/7/2017,2500000000,2257647650,12355340140,14612987790,12112987790,0,0,0,0,190
The Little Mermaid,0,0,1980-1989,83,211343479,Animation,Kids & Family,Disney,93,760,88,Ron Clements & John Musker,"Jodi Benson, Samuel E. Wright, Pat Carroll, Christopher Daniel Barnes, Kenneth Mars, Buddy Hackett, Jason Marin, René Auberjonois",5/24/2023,2500000000,2981720560,5683450480,8665171040,6165171040,0,0,0,0,257
Tangled,0,0,2010-2019,100,592461732,Animation,Kids & Family,Disney,89,770,71,Nathan Greno,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins",11/24/2010,2600000000,2008219360,5824401510,7832620870,5232620870,0,0,0,0,237
Star Trek Beyond,0,0,2010-2019,122,343471816,Sci-Fi,"Space, Sequel","Paramount Pictures, Bad Robot, Alibaba Pictures, Skydance",86,710,68,Justin Lin,"Chris Pine, Karl Urban, Zoe Saldana, Zachary Quinto, Simon Pegg, John Cho, Anton Yelchin, Idris Elba",7/21/2016,1850000000,1588483400,3356737080,4945220480,3095220480,0,0,0,0,225
Brave,2,0,2010-2019,93,538983207,Animation,Kids & Family,Disney,78,710,69,Brenda Chapman,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd, Craig Ferguson, Peigi Barker",6/21/2012,1850000000,2372821820,5546065320,7918887140,6068887140,0,0,0,2,218
Terminator: Dark Fate,0,0,2010-2019,128,261119292,Action,"Sci-Fi Thriller, Time Travel, Sequel","Paramount Pictures, Skydance, Lightstorm Entertainment",70,630,54,Tim Miller,"Edward Furlong, Mackenzie Davis, Arnold Schwarzenegger, Linda Hamilton, Natalia Reyes, Tristán Ulloa, Stephanie Gil, Gabriel Luna",10/25/2019,1850000000,622530770,2503676660,3126207430,1276207430,0,0,0,0,187
Rush Hour 3,0,0,2000-2009,91,258022233,Crime,"Action Comedy, Sequel",Warner Bros,18,620,44,Brett Ratner,"Chris Tucker, Jackie Chan, Hiroyuki Sanada, Max von Sydow, Yvan Attal, Roman Polanski, Zhang Jingchu, Philip Baker Hall",8/10/2007,1800000000,1401259680,2565858820,3967118500,2167118500,0,0,0,0,124
War for the Planet of the Apes,0,0,2010-2019,140,488533726,Sci-Fi,"Dystopian, Sequel","20th Century Studios, Chernin",94,740,82,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Michael Adamthwaite, Ty Olsson, Terry Notary, Toby Kebbell",7/14/2017,1520000000,1468801620,4895922670,6364724290,4844724290,0,0,0,0,250
Godzilla vs. Kong,0,0,2020-2029,113,,"Sci-Fi, Action","Monsters & Creatures, Sequel","Warner Bros, Toho, Legendary Pictures",,,,Adam Wingard,"Alexander Skarsgård, Millie Bobby Brown, Kyle Chandler, Rebecca Hall, Brian Tyree Henry, Shun Oguri, Eiza González, Julian Dennison",3/25/2021,1550000000,1009160940,4494501120,5503662060,3953662060,0,0,0,0,
X-Men: First Class,0,0,2010-2019,132,353624124,Comic Book,Prequel,Marvel,86,770,65,Matthew Vaughn,"James McAvoy, Laurence Belcher, Michael Fassbender, Bill Milner, Kevin Bacon, Rose Byrne, Jennifer Lawrence, Beth Goddard",6/3/2011,1600000000,1464083050,3554083050,5018166100,3418166100,0,0,0,0,228
Poseidon,0,0,2000-2009,99,181674817,"Disaster, Thriller","Action Thriller, Disaster & Apocalypse",Warner Bros,33,570,50,Wolfgang Peterseng,"Kurt Russell, Richard Dreyfuss, Josh Lucas, Jacinda Barrett, Emmy Rossum, Mike Vogel, Mía Maestro, Jimmy Bennett",5/12/2006,1600000000,606748170,1816748170,2423496340,823496340,0,0,0,0,140
Warcraft,0,0,2010-2019,123,433677183,Fantasy,Video Game,"Universal Pictures, Legendary Pictures",28,680,32,Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper, Ben Schnetzer, Toby Kebbell, Robert Kazinsky, Clancy Brown",5/25/2016,1600000000,473652900,4388998240,4862651140,3262651140,0,0,0,0,128
Fast and Furious 6,0,0,2010-2019,131,788679850,Action,"Fast Cars & Getaways, Sequel","Universal Pictures, Relativity Media",70,710,61,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Michelle Rodriguez, Tyrese Gibson, Sung Kang, Gal Gadot",5/17/2013,1600000000,2386798500,7893004440,10279802940,8679802940,0,0,0,0,202
Cowboys and Aliens,0,0,2010-2019,119,174822325,"Sci-Fi, Western",,"Universal Pictures, Relativity Media, Imagine Entertainment",44,600,50,Jon Favreau,"Daniel Craig, Olivia Wilde, Harrison Ford, Sam Rockwell, Walton Goggins, Clancy Brown, Keith Carradine, Adam Beach",7/29/2011,1630000000,1003685600,1760383240,2764068840,1134068840,0,0,0,0,154
How to Train Your Dragon,1,0,2010-2019,100,494878759,Animation,Kids & Family,"DreamWorks Pictures, DreamWorks Animation",99,810,75,Dean DeBlois,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T. J. Miller, Kristen Wiig",3/26/2010,1650000000,2175812320,4948709920,7124522240,5474522240,0,0,0,1,255
Independence Day: Resurgence,0,0,2010-2019,120,389681935,"Disaster, Sci-Fi","Alien Invasion, Disaster & Apocalypse, Space, Sequel",20th Century Studios,30,520,32,Roland Emmerich,"Liam Hemsworth, Jeff Goldblum, Jessie T. Usher, Bill Pullman, Maika Monroe, Sela Ward, Judd Hirsch, William Fichtner",6/22/2016,1650000000,1031442860,3841694240,4873137100,3223137100,0,0,0,0,114
Terminator 3: Rise of the Machines,0,0,2000-2009,109,435000000,Action,"Sci-Fi Thriller, Time Travel, Sequel",Warner Bros,69,630,66,Jonathan Mostow,"Nick Stahl, Claire Danes, Arnold Schwarzenegger, Kristanna Loken, Earl Boen, David Andrews, Carolyn Hennesy, Jay Acovone",7/1/2003,1700000000,1503582960,4330582960,5834165920,4134165920,0,0,0,0,198
Snow White and the Huntsman,0,0,2010-2019,127,396600000,Fantasy,Sword & Sandal,Universal Pictures,49,610,57,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Ian McShane, Ray Winstone, Nick Frost, Noah Huntley",5/30/2012,1700000000,1551367550,4010217460,5561585010,3861585010,0,0,0,0,167
Van Helsing,0,0,2000-2009,132,300257475,Fantasy,Monsters & Creatures,Universal Pictures,24,610,35,Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Shuler Hensley, Elena Anaya, Will Kemp, Kevin J. O'Connor",5/5/2004,1700000000,1201505460,3001505460,4203010920,2503010920,0,0,0,0,120
Inside Out,2,0,2010-2019,95,857611174,Animation,Kids & Family,Disney,98,810,94,Pete Docter,"Amy Poehler, Phyllis Smith, Bill Hader, Kaitlyn Dias, Richard Kind, Lewis Black, Mindy Kaling, Diane Lane",6/12/2015,1750000000,3564617110,8503090350,12067707460,10317707460,0,0,0,2,273
G.I. Joe: The Rise of Cobra,0,0,2000-2009,118,302469017,"Sci-Fi, Thriller",War,Paramount Pictures,34,580,32,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans, Sienna Miller, Joseph Gordon-Levitt, Saïd Taghmaoui, Christopher Eccleston, Adewale Akinnuoye-Agbaje",8/7/2009,1750000000,1502014980,3024690170,4526705150,2776705150,0,0,0,0,124
Turning Red,0,0,2020-2029,100,18879922,"Animation, Fantasy","Coming-of-Age, Fantasy Comedy",Disney,,,,Domee Shi,"Rosalie Chiang, Sandra Oh, Ava Morse, Maitreyi Ramakrishnan, Hyein Park, Orion Lee, Wai Ching Ho, Lori Tan Chinn",3/10/2022,1750000000,13990010,122711420,136701430,-1613298570,0,0,0,0,
Coco,2,0,2010-2019,105,800526015,Animation,Kids & Family,Disney,97,840,81,Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Ana Ofelia Murguía, Edward James Olmos, Antonio Sol",10/27/2017,1750000000,2104600150,7964017210,10068617360,8318617360,0,0,0,2,262
Wild Wild West,0,0,1990-1999,106,222104681,"Comedy, Western",Action Comedy,Warner Bros,17,490,38,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique van der Wal, Musetta Vander",6/30/1999,1750000000,1138056810,2212293350,3350350160,1600350160,0,0,0,0,104
Up,2,0,2000-2009,96,735099082,Animation,Kids & Family,Disney,98,820,88,Pete Docter,"Ed Asner, Jordan Nagai, Christopher Plummer, Bob Peterson, Delroy Lindo, Jerome Ranft, John Ratzenberger, David Kaye",5/28/2009,1750000000,2930041640,7314633770,10244675410,8494675410,0,0,0,2,268
The Mummy: Tomb of the Dragon Emperor,0,0,2000-2009,112,401128639,Fantasy,"Action Adventure, Sequel","Universal Pictures, Relativity Media",13,520,31,Rob Cohen,"Brendan Fraser, Jet Li, John Hannah, Maria Bello, Luke Ford, Michelle Yeoh, Isabella Leong, Anthony Wong",8/1/2008,1750000000,1024917760,4057602250,5082520010,3332520010,0,0,0,0,96
The Meg,0,0,2010-2019,113,530243742,Horror,Monsters & Creatures,Warner Bros,46,560,46,Jon Turteltaub,"Jason Statham, Li Bingbing, Rainn Wilson, Cliff Curtis, Ruby Rose, Robert Taylor, Ólafur Darri Ólafsson, Jessica McNamee",8/9/2018,1780000000,1454437420,5272678280,6727115700,4947115700,0,0,0,0,148
Hugo,1,1,2010-2019,126,185770160,Fantasy,Dystopian,Paramount Pictures,93,750,83,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Ben Kingsley, Sacha Baron Cohen, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory",11/23/2011,1800000000,738645070,1800477840,2539122910,739122910,0,0,7,2,251
Star Wars: Episode I - The Phantom Menace,0,0,1990-1999,136,924317558,Sci-Fi,"Space, Prequel",Lucasfilm,53,650,51,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Ian McDiarmid, Pernilla August, Oliver Ford Davies, Hugh Quarshie",5/19/1999,1150000000,4875746710,10400746710,15276493420,14126493420,0,0,2,0,169
Ferdinand,1,0,2010-2019,107,295038508,Comedy,Kids & Family,20th Century Studios,71,670,58,Carlos Saldanha,"John Cena, Kate McKinnon, Anthony Anderson, Bobby Cannavale, David Tennant, Peyton Manning, Gina Rodriguez, Daveed Diggs",12/8/2017,1110000000,844103800,3074916450,3919020250,2809020250,0,0,0,1,196
Fantasia 2000,0,0,2000-2009,74,90874570,Animation,Kids & Family,Disney,81,720,59,Hendel Butoy,"Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Earl Jones, Penn Jillette, Teller, James Levine",12/31/1999,800000000,605072280,605182480,1210254760,410254760,0,0,0,0,212
